ID Year,Year,ID State,State,ID Workforce Status,Workforce Status,ID Detailed Occupation,Detailed Occupation,Average Wage,Average Wage Appx MOE
2022,"2022","04000US48","Texas","true","true","352010","Cooks",20847.717406684213,1065.9419643518663
2022,"2022","04000US49","Utah","true","true","352010","Cooks",20307.109508065325,2922.4093892314804
2022,"2022","04000US50","Vermont","true","true","352010","Cooks",21185.925348055687,5943.877635250937
2022,"2022","04000US51","Virginia","true","true","352010","Cooks",21146.248839679043,2682.4874599145064
2022,"2022","04000US53","Washington","true","true","352010","Cooks",26947.90235661973,2952.5029485992673
2022,"2022","04000US54","West Virginia","true","true","352010","Cooks",18858.881044699687,3265.832938834058
2022,"2022","04000US55","Wisconsin","true","true","352010","Cooks",20282.072175236386,3078.0006279969534
2022,"2022","04000US56","Wyoming","true","true","352010","Cooks",21054.702239789196,4937.3497512989325
2022,"2022","04000US72","Puerto Rico","true","true","352010","Cooks",15205.085129961717,2266.2512798778394
2021,"2021","04000US01","Alabama","true","true","352010","Cooks",16117.662756682344,2037.5135663487006
2021,"2021","04000US02","Alaska","true","true","352010","Cooks",24380.436475845923,6423.202653479992
2021,"2021","04000US04","Arizona","true","true","352010","Cooks",20084.2081955521,1741.3312521053786
2021,"2021","04000US05","Arkansas","true","true","352010","Cooks",16163.125827814569,1733.3955796131982
2021,"2021","04000US06","California","true","true","352010","Cooks",24726.824640336432,1160.5623388360257
2021,"2021","04000US08","Colorado","true","true","352010","Cooks",22038.632568674446,2644.4726109943035
2021,"2021","04000US09","Connecticut","true","true","352010","Cooks",27599.201860359593,5292.061354727317
2021,"2021","04000US10","Delaware","true","true","352010","Cooks",19015.264255910988,4812.928928849899
2021,"2021","04000US11","District of Columbia","true","true","352010","Cooks",27561.411257743064,7424.682686773104
2021,"2021","04000US12","Florida","true","true","352010","Cooks",21127.79607886331,1258.6253713839392
2021,"2021","04000US13","Georgia","true","true","352010","Cooks",18300.65007901123,1425.4488490833537
2021,"2021","04000US15","Hawaii","true","true","352010","Cooks",30154.37747020946,4373.039181609954
2021,"2021","04000US16","Idaho","true","true","352010","Cooks",16769.571339563863,3855.447461187801
2021,"2021","04000US17","Illinois","true","true","352010","Cooks",19917.9674264514,1924.7771192575747
2021,"2021","04000US18","Indiana","true","true","352010","Cooks",15884.754461321381,1411.138093860854
2021,"2021","04000US19","Iowa","true","true","352010","Cooks",17966.497780054644,3909.684104812
2021,"2021","04000US20","Kansas","true","true","352010","Cooks",18441.703332556513,4399.3748391873905
2021,"2021","04000US21","Kentucky","true","true","352010","Cooks",16873.16365369243,3568.723219825042
2021,"2021","04000US22","Louisiana","true","true","352010","Cooks",18376.289405904165,2585.8054742887316
2021,"2021","04000US23","Maine","true","true","352010","Cooks",20314.969767936982,4042.8083604042513
2021,"2021","04000US24","Maryland","true","true","352010","Cooks",22437.2738298391,2869.2689086830414
2021,"2021","04000US25","Massachusetts","true","true","352010","Cooks",26548.451476251605,3052.9802331460664
2021,"2021","04000US26","Michigan","true","true","352010","Cooks",17447.515411644352,1469.8266334766158
2021,"2021","04000US27","Minnesota","true","true","352010","Cooks",19561.246766490898,3114.82826435844
2021,"2021","04000US28","Mississippi","true","true","352010","Cooks",15827.779516187267,2089.5180589937418
2021,"2021","04000US29","Missouri","true","true","352010","Cooks",18058.710449814705,1883.7493727645153
2021,"2021","04000US30","Montana","true","true","352010","Cooks",19128.567499174827,3791.8375754461795
2021,"2021","04000US31","Nebraska","true","true","352010","Cooks",18472.58814804351,3740.132215963033
2021,"2021","04000US32","Nevada","true","true","352010","Cooks",26220.891914977496,2943.9577789670534
2021,"2021","04000US33","New Hampshire","true","true","352010","Cooks",24939.772249797992,6443.488703071146
2021,"2021","04000US34","New Jersey","true","true","352010","Cooks",24726.011773450988,2165.7579194030345
2021,"2021","04000US35","New Mexico","true","true","352010","Cooks",17769.44837053838,2521.8587527168525
2021,"2021","04000US36","New York","true","true","352010","Cooks",25105.98159590978,1491.0400371230903
2021,"2021","04000US37","North Carolina","true","true","352010","Cooks",17805.92334206535,1543.3359562185742
2021,"2021","04000US38","North Dakota","true","true","352010","Cooks",19558.771193935565,3856.9105477933886
2021,"2021","04000US39","Ohio","true","true","352010","Cooks",16858.78078835483,1746.5906637468133
2021,"2021","04000US40","Oklahoma","true","true","352010","Cooks",17037.166187002207,2026.5624848226148
2021,"2021","04000US41","Oregon","true","true","352010","Cooks",21457.836808617867,2329.2365256760286
2021,"2021","04000US42","Pennsylvania","true","true","352010","Cooks",19715.95787209075,2536.0031309413753
2021,"2021","04000US44","Rhode Island","true","true","352010","Cooks",25454.21076628916,5171.32593516381
2021,"2021","04000US45","South Carolina","true","true","352010","Cooks",19128.654212157973,2912.7429352170398
2021,"2021","04000US46","South Dakota","true","true","352010","Cooks",16803.546338752258,3383.8717353108846
2021,"2021","04000US47","Tennessee","true","true","352010","Cooks",17710.270479471037,1605.9175446565532
2021,"2021","04000US48","Texas","true","true","352010","Cooks",19184.759929514432,993.8340979798691
2021,"2021","04000US49","Utah","true","true","352010","Cooks",17807.73947144927,2476.6947877594803
2021,"2021","04000US50","Vermont","true","true","352010","Cooks",20765.30489166853,5356.541997053914
2021,"2021","04000US51","Virginia","true","true","352010","Cooks",20475.215400391535,2667.9367781180335
2021,"2021","04000US53","Washington","true","true","352010","Cooks",24349.66364009018,2645.2997684507973
2021,"2021","04000US54","West Virginia","true","true","352010","Cooks",17400.820544134607,2893.1085496481364
2021,"2021","04000US55","Wisconsin","true","true","352010","Cooks",18537.803942661296,2781.1916572205178
2021,"2021","04000US56","Wyoming","true","true","352010","Cooks",19330.616118047674,4370.462002142107
2021,"2021","04000US72","Puerto Rico","true","true","352010","Cooks",14355.86713879607,2993.4088016160567
2020,"2020","04000US01","Alabama","true","true","352010","Cooks",15319.994316843346,2002.2330544226857
2020,"2020","04000US02","Alaska","true","true","352010","Cooks",21693.50805206265,6464.967302261277
2020,"2020","04000US04","Arizona","true","true","352010","Cooks",19044.53778787566,1571.9280338670949
2020,"2020","04000US05","Arkansas","true","true","352010","Cooks",15388.08949224838,1768.725572181975
2020,"2020","04000US06","California","true","true","352010","Cooks",23581.412125609495,1116.8762682928498
2020,"2020","04000US08","Colorado","true","true","352010","Cooks",21421.953257967107,2879.8572801018367
2020,"2020","04000US09","Connecticut","true","true","352010","Cooks",25542.73552372929,4124.665467650416
2020,"2020","04000US10","Delaware","true","true","352010","Cooks",19386.780286667974,4673.82963958569
2020,"2020","04000US11","District of Columbia","true","true","352010","Cooks",25822.695544554455,6201.3157012561815
2020,"2020","04000US12","Florida","true","true","352010","Cooks",20614.189668416337,1314.895863793069
2020,"2020","04000US13","Georgia","true","true","352010","Cooks",16901.08596701373,1286.773809452055
2020,"2020","04000US15","Hawaii","true","true","352010","Cooks",27919.743982652693,4141.036933565796
2020,"2020","04000US16","Idaho","true","true","352010","Cooks",15828.05501763867,3956.157485373474
2020,"2020","04000US17","Illinois","true","true","352010","Cooks",19448.699945182187,1798.4664516952448
2020,"2020","04000US18","Indiana","true","true","352010","Cooks",14919.37225321163,1536.790784878039
2020,"2020","04000US19","Iowa","true","true","352010","Cooks",17721.555649207305,3480.94816086695
2020,"2020","04000US20","Kansas","true","true","352010","Cooks",16424.626117980548,2201.6024922323218
2020,"2020","04000US21","Kentucky","true","true","352010","Cooks",16221.585663104388,3280.493334057055
2020,"2020","04000US22","Louisiana","true","true","352010","Cooks",17214.710874969267,2311.0760933592833
2020,"2020","04000US23","Maine","true","true","352010","Cooks",18233.636632200887,3371.9975666767846
2020,"2020","04000US24","Maryland","true","true","352010","Cooks",21776.849463949104,2646.1345634525615
2020,"2020","04000US25","Massachusetts","true","true","352010","Cooks",24966.098082521836,2776.7407099944394
2020,"2020","04000US26","Michigan","true","true","352010","Cooks",16488.12563865716,1505.744642904979
2020,"2020","04000US27","Minnesota","true","true","352010","Cooks",18939.87568360346,3027.8789421943393
2020,"2020","04000US28","Mississippi","true","true","352010","Cooks",15068.385993000224,2410.046186938529
2020,"2020","04000US29","Missouri","true","true","352010","Cooks",17070.852011066185,1721.3277774369246
2020,"2020","04000US30","Montana","true","true","352010","Cooks",17818.448256467942,3240.411443544519
2020,"2020","04000US31","Nebraska","true","true","352010","Cooks",17394.333945656334,3752.8311461114686
2020,"2020","04000US32","Nevada","true","true","352010","Cooks",26245.465838894925,3222.1733346066912
2020,"2020","04000US33","New Hampshire","true","true","352010","Cooks",22111.50145196887,5027.891572831389
2020,"2020","04000US34","New Jersey","true","true","352010","Cooks",23837.8591845702,2060.499072223168
2020,"2020","04000US35","New Mexico","true","true","352010","Cooks",17227.53282467889,2237.7461221465837
2020,"2020","04000US36","New York","true","true","352010","Cooks",23882.715690264926,1565.7874734677116
2020,"2020","04000US37","North Carolina","true","true","352010","Cooks",17008.210541115976,1602.297959683437
2020,"2020","04000US38","North Dakota","true","true","352010","Cooks",19430.702446937947,3663.810859780042
2020,"2020","04000US39","Ohio","true","true","352010","Cooks",16220.674505235964,1627.8602435805963
2020,"2020","04000US40","Oklahoma","true","true","352010","Cooks",16262.461808884627,1916.9128481285454
2020,"2020","04000US41","Oregon","true","true","352010","Cooks",20134.9215840463,1778.3334156906246
2020,"2020","04000US42","Pennsylvania","true","true","352010","Cooks",18766.976255036618,2202.8342476918733
2020,"2020","04000US44","Rhode Island","true","true","352010","Cooks",24021.844254937165,4642.93394022927
2020,"2020","04000US45","South Carolina","true","true","352010","Cooks",18377.245418549166,2701.898089009373
2020,"2020","04000US46","South Dakota","true","true","352010","Cooks",16510.87315720333,2980.904756639714
2020,"2020","04000US47","Tennessee","true","true","352010","Cooks",17243.859369158417,1718.8943549728378
2020,"2020","04000US48","Texas","true","true","352010","Cooks",18305.109885715585,886.1652322549545
2020,"2020","04000US49","Utah","true","true","352010","Cooks",16664.398444026734,2363.341606163134
2020,"2020","04000US50","Vermont","true","true","352010","Cooks",20393.836865342164,5321.701192441393
2020,"2020","04000US51","Virginia","true","true","352010","Cooks",19540.381211998003,2176.106378894795
2020,"2020","04000US53","Washington","true","true","352010","Cooks",22993.41747495469,2223.154834148714
2020,"2020","04000US54","West Virginia","true","true","352010","Cooks",16807.651440854435,2485.623873795956
2020,"2020","04000US55","Wisconsin","true","true","352010","Cooks",17225.944830749915,1708.8582487738777
2020,"2020","04000US56","Wyoming","true","true","352010","Cooks",19259.89094603748,4635.8598337008125
2020,"2020","04000US72","Puerto Rico","true","true","352010","Cooks",13169.200676784249,2778.2137820403827
2019,"2019","04000US01","Alabama","true","true","352010","Cooks",14610.157228571428,1919.9307037540977
2019,"2019","04000US02","Alaska","true","true","352010","Cooks",20519.374682058307,5880.867889862587
2019,"2019","04000US04","Arizona","true","true","352010","Cooks",18368.78715816889,1582.5282149883153
2019,"2019","04000US05","Arkansas","true","true","352010","Cooks",14627.605791686128,1772.6872413501974
2019,"2019","04000US06","California","true","true","352010","Cooks",22849.681008486263,1089.194275161879
2019,"2019","04000US08","Colorado","true","true","352010","Cooks",20296.65359927203,2712.34506245413
2019,"2019","04000US09","Connecticut","true","true","352010","Cooks",25932.35872115227,4106.116825905455
2019,"2019","04000US10","Delaware","true","true","352010","Cooks",18198.673059020668,4327.185217085201
2019,"2019","04000US11","District of Columbia","true","true","352010","Cooks",26898.58399122807,16551.83039477693
2019,"2019","04000US12","Florida","true","true","352010","Cooks",20400.68358912138,1334.5964213546245
2019,"2019","04000US13","Georgia","true","true","352010","Cooks",16296.084908513534,1358.6709004273712
2019,"2019","04000US15","Hawaii","true","true","352010","Cooks",27240.02973283539,3704.3125380045835
2019,"2019","04000US16","Idaho","true","true","352010","Cooks",15443.99453344469,4016.496269753317
2019,"2019","04000US17","Illinois","true","true","352010","Cooks",19493.338752006246,1742.9882597279684
2019,"2019","04000US18","Indiana","true","true","352010","Cooks",15770.42958,2555.3606200826625
2019,"2019","04000US19","Iowa","true","true","352010","Cooks",17139.743198616135,3153.3810435314344
2019,"2019","04000US20","Kansas","true","true","352010","Cooks",15919.028276931496,2129.54056401723
2019,"2019","04000US21","Kentucky","true","true","352010","Cooks",15174.6064853308,2034.1004707278264
2019,"2019","04000US22","Louisiana","true","true","352010","Cooks",17095.490416012362,2197.112167535305
2019,"2019","04000US23","Maine","true","true","352010","Cooks",17434.8771596924,2989.630257288293
2019,"2019","04000US24","Maryland","true","true","352010","Cooks",21452.720003363323,2601.1206577238127
2019,"2019","04000US25","Massachusetts","true","true","352010","Cooks",24743.527366632385,2669.953266119593
2019,"2019","04000US26","Michigan","true","true","352010","Cooks",15883.524750421726,1454.0696891864982
2019,"2019","04000US27","Minnesota","true","true","352010","Cooks",18714.857784571966,2974.7627390501943
2019,"2019","04000US28","Mississippi","true","true","352010","Cooks",14961.042235170642,2168.8284868558176
2019,"2019","04000US29","Missouri","true","true","352010","Cooks",16621.659127525098,1911.8600881610453
2019,"2019","04000US30","Montana","true","true","352010","Cooks",17360.751710216442,3297.8696111914414
2019,"2019","04000US31","Nebraska","true","true","352010","Cooks",16549.313600548132,3313.9055060602873
2019,"2019","04000US32","Nevada","true","true","352010","Cooks",25898.996460121547,3162.221539369613
2019,"2019","04000US33","New Hampshire","true","true","352010","Cooks",21245.806209724662,4860.962083858128
2019,"2019","04000US34","New Jersey","true","true","352010","Cooks",22891.08532331634,1870.9328586025656
2019,"2019","04000US35","New Mexico","true","true","352010","Cooks",17349.693825317267,2267.058877485831
2019,"2019","04000US36","New York","true","true","352010","Cooks",23246.005139363973,1484.4160500491403
2019,"2019","04000US37","North Carolina","true","true","352010","Cooks",17104.69639270817,1893.326231834585
2019,"2019","04000US38","North Dakota","true","true","352010","Cooks",20029.67250462765,3954.9891672405975
2019,"2019","04000US39","Ohio","true","true","352010","Cooks",15938.88588102159,1595.3514527038453
2019,"2019","04000US40","Oklahoma","true","true","352010","Cooks",15682.738455003338,1927.452281880217
2019,"2019","04000US41","Oregon","true","true","352010","Cooks",19673.704301075268,1694.996686541766
2019,"2019","04000US42","Pennsylvania","true","true","352010","Cooks",18374.67505807095,2076.985800278661
2019,"2019","04000US44","Rhode Island","true","true","352010","Cooks",22996.874127950126,4422.98849543094
2019,"2019","04000US45","South Carolina","true","true","352010","Cooks",18083.83580588383,2562.329307432583
2019,"2019","04000US46","South Dakota","true","true","352010","Cooks",15791.916838386813,3045.6675880053053
2019,"2019","04000US47","Tennessee","true","true","352010","Cooks",16922.732814941726,1860.3666109539117
2019,"2019","04000US48","Texas","true","true","352010","Cooks",17952.688897847656,853.42992836703
2019,"2019","04000US49","Utah","true","true","352010","Cooks",15612.399607011737,2369.2678297596754
2019,"2019","04000US50","Vermont","true","true","352010","Cooks",21272.31549173194,5360.960763939651
2019,"2019","04000US51","Virginia","true","true","352010","Cooks",18987.05775807473,2044.60843051711
2019,"2019","04000US53","Washington","true","true","352010","Cooks",22031.95343650073,2384.143701918732
2019,"2019","04000US54","West Virginia","true","true","352010","Cooks",16106.314146542261,2076.374352867913
2019,"2019","04000US55","Wisconsin","true","true","352010","Cooks",17243.475242664288,1596.4280129137458
2019,"2019","04000US56","Wyoming","true","true","352010","Cooks",17757.196110881257,4380.653107541737
2019,"2019","04000US72","Puerto Rico","true","true","352010","Cooks",12706.335881144605,2686.9530468266994
2018,"2018","04000US01","Alabama","true","true","352010","Cooks",14138.667034370646,1919.5554433143516
2018,"2018","04000US02","Alaska","true","true","352010","Cooks",20783.19351745301,6156.547622514138
2018,"2018","04000US04","Arizona","true","true","352010","Cooks",17731.862432173635,1570.179393359981
2018,"2018","04000US05","Arkansas","true","true","352010","Cooks",14385.36320284389,1735.922455695701
2018,"2018","04000US06","California","true","true","352010","Cooks",21833.880619293013,1069.1885140120753
2018,"2018","04000US08","Colorado","true","true","352010","Cooks",19176.65237795733,2577.541205367179
2018,"2018","04000US09","Connecticut","true","true","352010","Cooks",24289.07653622505,3737.7521970310045
2018,"2018","04000US10","Delaware","true","true","352010","Cooks",17472.09095468985,3892.768036829828
2018,"2018","04000US11","District of Columbia","true","true","352010","Cooks",25564.02697235334,16481.108318643677
2018,"2018","04000US12","Florida","true","true","352010","Cooks",19582.194285797967,1312.7190428180816
2018,"2018","04000US13","Georgia","true","true","352010","Cooks",16051.632153647499,1350.374903700081
2018,"2018","04000US15","Hawaii","true","true","352010","Cooks",26273.39001138304,3576.2908296367614
2018,"2018","04000US16","Idaho","true","true","352010","Cooks",14393.003437578604,4140.371497916759
2018,"2018","04000US17","Illinois","true","true","352010","Cooks",19199.416072126918,1697.3961235232575
2018,"2018","04000US18","Indiana","true","true","352010","Cooks",15316.28109325417,2481.6821923765838
2018,"2018","04000US19","Iowa","true","true","352010","Cooks",16343.772098018935,2868.9551996989485
2018,"2018","04000US20","Kansas","true","true","352010","Cooks",15927.01722727077,2120.8294046413553
2018,"2018","04000US21","Kentucky","true","true","352010","Cooks",14474.090999823871,1934.8928648505523
2018,"2018","04000US22","Louisiana","true","true","352010","Cooks",16767.82448156257,2139.0905753027723
2018,"2018","04000US23","Maine","true","true","352010","Cooks",16496.770931011386,2766.484868332931
2018,"2018","04000US24","Maryland","true","true","352010","Cooks",20635.017042048472,2534.43460928196
2018,"2018","04000US25","Massachusetts","true","true","352010","Cooks",23438.49335525723,2544.9113855000787
2018,"2018","04000US26","Michigan","true","true","352010","Cooks",15195.955623512482,1223.6820531709484
2018,"2018","04000US27","Minnesota","true","true","352010","Cooks",17547.661793738836,2150.390632731617
2018,"2018","04000US28","Mississippi","true","true","352010","Cooks",14268.740450683414,1994.1927838865397
2018,"2018","04000US29","Missouri","true","true","352010","Cooks",15704.482696922494,1879.8889867674482
2018,"2018","04000US30","Montana","true","true","352010","Cooks",16269.101772441396,2987.6878125584185
2018,"2018","04000US31","Nebraska","true","true","352010","Cooks",14679.208676354785,2258.211500464144
2018,"2018","04000US32","Nevada","true","true","352010","Cooks",25045.207542228625,3125.031905418034
2018,"2018","04000US33","New Hampshire","true","true","352010","Cooks",18692.040100882725,4554.051992263522
2018,"2018","04000US34","New Jersey","true","true","352010","Cooks",21851.413817759305,1720.738302994841
2018,"2018","04000US35","New Mexico","true","true","352010","Cooks",16497.14861733354,2228.607085550603
2018,"2018","04000US36","New York","true","true","352010","Cooks",22051.01419723598,1364.5295489864131
2018,"2018","04000US37","North Carolina","true","true","352010","Cooks",16619.52708509119,1822.6265206000721
2018,"2018","04000US38","North Dakota","true","true","352010","Cooks",20661.37616677038,4150.791151890807
2018,"2018","04000US39","Ohio","true","true","352010","Cooks",15269.507047606274,1400.8056864662751
2018,"2018","04000US40","Oklahoma","true","true","352010","Cooks",16517.134323795548,3259.37968815596
2018,"2018","04000US41","Oregon","true","true","352010","Cooks",17742.069399680713,1550.6192441162432
2018,"2018","04000US42","Pennsylvania","true","true","352010","Cooks",17371.157258551917,1734.9939471661999
2018,"2018","04000US44","Rhode Island","true","true","352010","Cooks",20785.057524464428,4011.310457242913
2018,"2018","04000US45","South Carolina","true","true","352010","Cooks",16664.374698045074,1811.4096970333649
2018,"2018","04000US46","South Dakota","true","true","352010","Cooks",15684.84807851811,3327.256786419914
2018,"2018","04000US47","Tennessee","true","true","352010","Cooks",16057.086199128998,1647.0514760698231
2018,"2018","04000US48","Texas","true","true","352010","Cooks",17296.04800200369,793.0766719105521
2018,"2018","04000US49","Utah","true","true","352010","Cooks",14940.391819448912,2303.329508124186
2018,"2018","04000US50","Vermont","true","true","352010","Cooks",20326.403768506058,5077.390901113275
2018,"2018","04000US51","Virginia","true","true","352010","Cooks",18493.1594243545,1996.4738505864486
2018,"2018","04000US53","Washington","true","true","352010","Cooks",20625.622635401705,2115.625092613667
2018,"2018","04000US54","West Virginia","true","true","352010","Cooks",15495.62596911851,2053.19771899871
2018,"2018","04000US55","Wisconsin","true","true","352010","Cooks",16325.152992224841,1553.6142822828172
2018,"2018","04000US56","Wyoming","true","true","352010","Cooks",18284.004625735914,4334.121035071375
2018,"2018","04000US72","Puerto Rico","true","true","352010","Cooks",12552.430625125226,2631.6808370802632
2017,"2017","04000US01","Alabama","true","true","352010","Cooks",13922.347692486086,1526.917275646187
2017,"2017","04000US02","Alaska","true","true","352010","Cooks",20432.75194300518,6436.985356164867
2017,"2017","04000US04","Arizona","true","true","352010","Cooks",17079.15904093812,1848.8041569226698
2017,"2017","04000US05","Arkansas","true","true","352010","Cooks",14121.057897966339,1765.7074104629187
2017,"2017","04000US06","California","true","true","352010","Cooks",20476.91091934625,894.0594445698271
2017,"2017","04000US08","Colorado","true","true","352010","Cooks",18472.732118840933,2684.4502919975307
2017,"2017","04000US09","Connecticut","true","true","352010","Cooks",23505.681377430683,4477.696159826388
2017,"2017","04000US10","Delaware","true","true","352010","Cooks",17013.85782967033,3815.88715220686
2017,"2017","04000US11","District of Columbia","true","true","352010","Cooks",24196.193394077447,16391.14582926949
2017,"2017","04000US12","Florida","true","true","352010","Cooks",18655.695089355904,1242.6345999968378
2017,"2017","04000US13","Georgia","true","true","352010","Cooks",15262.709373392066,1247.6993880997916
2017,"2017","04000US15","Hawaii","true","true","352010","Cooks",25683.468570992132,3723.2564577585003
2017,"2017","04000US16","Idaho","true","true","352010","Cooks",14201.103427384456,4056.8509650322326
2017,"2017","04000US17","Illinois","true","true","352010","Cooks",18355.777808245184,1554.9712784714768
2017,"2017","04000US18","Indiana","true","true","352010","Cooks",14558.720034871461,2399.7650968607804
2017,"2017","04000US19","Iowa","true","true","352010","Cooks",15913.979484523763,2788.953693261332
2017,"2017","04000US20","Kansas","true","true","352010","Cooks",15651.250783437095,2112.2303679693932
2017,"2017","04000US21","Kentucky","true","true","352010","Cooks",14244.663944307154,2126.421782020698
2017,"2017","04000US22","Louisiana","true","true","352010","Cooks",15994.823393167342,1969.0180682643406
2017,"2017","04000US23","Maine","true","true","352010","Cooks",15951.891030030323,2574.6021196821785
2017,"2017","04000US24","Maryland","true","true","352010","Cooks",19333.998788186225,2395.383904235437
2017,"2017","04000US25","Massachusetts","true","true","352010","Cooks",22171.59623519932,2619.168751636993
2017,"2017","04000US26","Michigan","true","true","352010","Cooks",14578.963333572608,1311.318510597448
2017,"2017","04000US27","Minnesota","true","true","352010","Cooks",16468.46058784235,2183.8118529347826
2017,"2017","04000US28","Mississippi","true","true","352010","Cooks",13764.560402062238,1994.023338070952
2017,"2017","04000US29","Missouri","true","true","352010","Cooks",14790.539463586056,1585.2775093818925
2017,"2017","04000US30","Montana","true","true","352010","Cooks",15543.469823160296,2920.215689445165
2017,"2017","04000US31","Nebraska","true","true","352010","Cooks",13561.909335790742,1966.1631157863494
2017,"2017","04000US32","Nevada","true","true","352010","Cooks",24207.62127362679,2587.3782966713607
2017,"2017","04000US33","New Hampshire","true","true","352010","Cooks",17421.938317324384,4103.2832624717485
2017,"2017","04000US34","New Jersey","true","true","352010","Cooks",21320.8316039395,1707.0550607612251
2017,"2017","04000US35","New Mexico","true","true","352010","Cooks",16119.862810630155,2202.6557899009003
2017,"2017","04000US36","New York","true","true","352010","Cooks",21280.113726363725,1312.616428093748
2017,"2017","04000US37","North Carolina","true","true","352010","Cooks",16090.728595821884,1810.9973142903455
2017,"2017","04000US38","North Dakota","true","true","352010","Cooks",18327.337073398783,3418.1699185112566
2017,"2017","04000US39","Ohio","true","true","352010","Cooks",14579.089257564901,1256.194841151805
2017,"2017","04000US40","Oklahoma","true","true","352010","Cooks",16119.877254324623,3230.987054905526
2017,"2017","04000US41","Oregon","true","true","352010","Cooks",17660.394678138942,2426.421764390522
2017,"2017","04000US42","Pennsylvania","true","true","352010","Cooks",16678.604498093122,1491.9432106950285
2017,"2017","04000US44","Rhode Island","true","true","352010","Cooks",19478.92673992674,3860.5519777408836
